,content,rating
255,"Ottima TV per il camper, mi ha piacevolmente sorpreso. La visione è nitida. Purtroppo l'immagine si oscura e diventa incomprensibile al variare dell'angolazione di visione e questo mi ha un po' deluso. Incredibilmente leggera e dotata di porte di svariati tipi. Tutto sommato il rapporto qualità prezzo è molto buono.",4
256,"la visualizzazione è buona, solo che l'angolo di visuale non è dei migliori, nel senso che per essere vusualizzata bene l'immagine senza disorsione dei colori, si deve essere davanti alla tv o almassimo con un angolo di 50-60 gradi per lato (quindi unampiezza di 100-120 gradi), dopo di che i colori e l'immagine cominciano ad essere inguardabili). è stato messo in cucina su una mensola poco sistante dai fornelli e per questo locale, soggetto ad umidità, va benissimo (per il momento, ad a un mese dall'aquisto). consigliato se non si hanno elevate esigenze di perfezione.",4
257,"mi serviva un televisore di piccole dimensione leggero e facile da spostare tra cucina e altro ambiente quando ospito i nipoti Installazione facilissima, risoluzione video e audio più che sufficiente in rapporto al prezzo- Con collegamento HDMI ho installato Chormecast e quindi ho una smart tv con usb funziona benissimoi, non ho ancora provato a collegare la Xbox Per quello che ho pagato mi ritengo più che soddisfatta, forse con il senno di poi mi sarebbe convenuto spendere qualche euro in più per avere il lettore DVD integrato ma in ogni caso PROMOSSO A PIENI VOTI",5
258,"Carino, leggero, ha le dimensioni di un portatile. Ottime le immagini ed i colori. Buono il decoder digitale terrestre integrato. Tempi di consegna ? E' arrivato con due giorni di anticipo rispetto alla data fissata. Grazie e saluti. luigi",4
259,"Montata nel camper in 10 minuti, la tv è leggerissima e viene sostenuta molto facilmente dalla staffa pieghevole che ho scelto. La visione è buona, ma bisogna avere l'accortezza di orientare bene la tv, se la guardi dal basso e troppo di lato tende a scurire ma a questo prezzo non si può assolutamente pretendere di più. Dalla chiavetta legge praticamente qualsiasi formato, la sintonia dei canali è molto buona. Molto soddisfatto dell'acquisto,",5
260,"Altri clienti si lamentavano per l'impugnatura, ma a mio avviso questo tipo di presa da molta più precisione nellesecuzione di alcuni tagli a carote e zucchine e verdura similari. Ovviamente questo è il mio giudizio, per il taglio non posso che essere contento anche perché di questa marca ho altri prodotti sempre affidabili e affilati.",5
261,Ma come si fa a dare quattro stelle ad un articolo che alla minima pressione salta tutto in aria fragilissimo e leggerissimo  costo e prodotto non compatibile à stato immediatamente accantonato ho appena ricevuto un nuovo pelapatate e vero costa il doppio ma vi assicuro che à una meraviglia un pela tutto eccezionale comprato sempre su Amazon naturalmente,1
262,"Data la marca, pensavo molto meglio. Il prodotto funziona e la lama sembra resistente. Però non è molto comodo da impugnare e si fa fatica a usarlo. Soprattutto è difficile tenere una linea dritta e continua mentre lo si utilizza. Comunque dato il prezzo basso non ci si può lamentare.",3
263,"Dopo aver perso il pelapatate Victorinox, mi sono messa a cercarlo su internet, credendo di non trovarlo. Con piacere ho potuto riacquistarlo su Amazon, anche se ad un prezzo superiore rispetto al negozio. Ma ne vale la pena. Ormai abituata a quest'ultimo, era diventato scomodo per me utilizzare i classici in commercio. Leggero, lama molto affilata. L'inclinazione della lama per me è un punto a favore, ma è solo questione di abitudine e molto soggettivo. Io lo consiglio assolutamente!",5
264,"Ottimo pelapatate, la lama è tagliente si riesce a usare bene, con un pochino di pratica anche dai mancini. Nessuna difficoltà sia su patate grandi che su quelle più piccole. L'impugnatura è in plastica e si presenta robusta. Consigliato",5
265,"Anche dopo qualche mese di utilizzo pressante la lama non ha perso l'affilatura e continua svolgere il suo lavoro in modo più che soddisfacente, l'unico consiglio è il manico di plastica che per essere victorinox ci si aspetterebbe una maggiore solidità",4
266,"Sinceramente mi aspettavo una build quality maggiore da Victorinox, è in una plastica leggera che da l'idea di bassa qualità. Che delusione.",3
267,"taglia bene, peccato per questa pessima inclinazione rispetto al manico, difficile da usare rispetto a quello diritto standard, hanno voluto farlo diverso per forza, quando invece ci bastava la lama victorinox. peccato.",2
268,"Ottimo pela molto bene affilato e pratco ne avevo uno uguale andato perso, non trovato in negazio (prezzo di molto superiore).Le stelle sono ***** meritate.",5
269,"Perfetto, taglia benissimo patate carote etc senza sbagliare un colpo. E anche dopo tanto uso rimane sempre affilato. Lo si lava in lavatrice. Ottimo acquisto",5
270,"Ho comprato questo prodotto in quanto era il più potente rispetto agli altri oggetti simili ma un po più economici. Effettivamente gratta bene anche quando si esercita una buona spinta. sono una maniaca della pulizia della doccia e rimuove perfettamente le macchioline di calcare e pulisce egregiamente le fughe delle piastrelle. non so come si comporti in casi di incrostazioni più severe, ma io sono pienamente soddisfatta. Temevo schizzasse invece no: ho messo l'anticalcare direttamente sulle piastrelle e ho passato la spazzola. se proprio dovessi trovare una pecca: il manico è lungo e a volte è un po di impiccio, penso si possa rimuovere la parte centrale e accorciarlo, ma una volta montato è troppo duro da smontare. Credo ne comprerò un altro per regalarlo a mia madre.",5
271,"articolo eccellente ,dopo varie ricerche e lette tantissime recensioni di altri articoli,mi ritrovo a leggere di questo articolo che mi ha dato l'imput ad acquistarlo. che dirvi è uno spettacolo lho usato dopo la ricarica consigliata soffro di dolori di varie natura e lui ha lucidato per me bagni specchi e vetri ,,consigliatissimo",5
272,"Questa spazzola rotante è stata una vera scoperta in positivo, rende molto più facile e veloce pulire lavandini, docce, gli angoli del battiscopa, ma soprattutto le scale, la mia in marmo bianco è venuta benissimo! Prodotto consigliato",5
273,"Ho acquistato questo prodotto per pulire la muffa dal soffitto del bagno e purtroppo non mi ha soddisfatto per nulla. Prima di tutto, è pesante da tenere sollevata verso L alto per tutto il tempo necessario a passare ogni angolo del soffitto. Secondariamente, anche con la prolunga risulta troppo corta per raggiungere il soffitto comodamente (sono alta 1,58, ho dovuto tenere le braccia estese per tutto il tempo affaticandomi non poco). Infine, cosa più importante, nessuna delle spazzole in dotazione “gratta” il muro in maniera sufficientemente aggressiva per poter togliere completamente la muffa (anche dopo il trattamento con antimuffa). Alla fine sono tornata alle vecchie maniere: scala, straccio e olio di gomito. Peccato perché non L ho pagata poco, e onestamente non ho altri usi a cui dedicarla.",2
274,"Ero un po' scettica ma devo dire che è fantastico. Pratico e maneggevole. La batteria dura parecchio ma soprattutto non cala durante l'uso, quindi hai la stessa velocità dall'inizio alla fine. Ho pulito la doccia arrivando anche in zone dove è difficile pulire usando solo la spugna. Basta farci un po' la mano e capire quale spazzola è meglio utilizzare per ogni lavoro. Non schizza. Spero duri parecchio perché sta diventando indispensabile.",5
275,Fantastico prodotto usato fin da subito fa bene il suo lavoro doccia e lavandini stupendi con la metà della fatica,5
276,"Fa il suo lavoro, ma credevo fosse più potente. Lo uso per pulire le fughe del pavimento e devo dire che dopo un pò il suo peso comincia a farsi sentire. La parte che contiene la batteria è pesante, inoltre l'asta è corta per me che sono alto 180 cm. Facile da montare e ricco di spazzole aggiuntive",4
277,"Sono entusiasta di questo prodotto, eccezionale ! Se potessi dare 11 stelle glieli darei. Solo una commento al venditore, allunga il braccio e crea una spazzola dritta per i punti lontani e sottili, ad esempio per le mattonelle fra lavatrice e doccia, punto strettissimo e inarrivabile con lunghezza e grandezza oggetto, per il resto è eccezionale , bello bello, dimenticavo ... vorrei anche un accessorio  morbido morbido rotante ,  tipo tampone che serva anche per lucidatura vetri o per lucidatura macchina nooh! Sarei disposta anche a pagartelo di più...",5
278,"Lo adoro. Perfetto per la vasca da bagno e per pulire le piastrelle senza doversi piegare. Ho acquistato altre spazzole per usarle in cucina. Usata la spazzola grande per pulire le fughe del pavimento del bagno senza doversi piegare e usare olio di gomito. Il prezzo, rispetto ad altre è più alto, ma li vale tutti in quanto è robusta e non si rompe. Consigliatissima.",5
279,"Non do il massimo delle stelle non per criticare il prodotto ma per segnalare, come da titolo, la leggera ingannevolezza dell'inserzione. Pubblicizza un determinato prodotto ma all'arrivo ne si riceve un altro, ovvero la versione mini, dunque senza asta telescopica e modello differente. Il prodotto è comunque buono di ottima fattura, e utilissimo per il suo scopo. Però se si paga un prezzo per ricevere un determinato prodotto dispiace poi scoprire che in realtà si riceve un altro modello inferiore.",3
280,Copridivano top! Bello il colore e il materiale (grigio scuro). Ha dato un tocco diverso ed elegante alla nostra sala. Ottimo soprattutto se si ha un animale domestico e non si vuole danneggiare il divano! Calza alla perfezione e a differenza dei soliti panni copridivano rimane in posizione anche quando ci si alza! Consigliatissimo!,5
281,"Ho un divano a tre posti, ma non molto lungo, meno di 190 cm, quindi mi sono fidato anche delle recensioni che consigliavano un tre posti per questa misura ridotta, molti si lamentavano che avrebbero dovuto prendere il quattro ma avevano divani più lunghi. Qui il problema non è tanto la lunghezza totale, ma quella della seduta. E' davvero corta se non c'è nulla a tenere 'fermi' gli angoli ed è troppo teso l'elastico. Come si può vedere, non avendo dei braccioli grandi, rimane tutto in tensione e non è possibile infilare dentro i cuscini, la tensione elastica è troppo grande e sfuggono appena li infili. Un peccato. Peraltro il tessuto è comodo e morbido, ma le cuciture secondo me non dureranno a lungo, comunque per 26 euro suppongo ci si debba accontentare.",3
282,"Ordinato per un divano in pelle moderno a tre posti. Confezione e consegna impeccabili. All'inizio ho avuto qualche difficoltà per montarlo, in quanto la seduta rimaneva "" rialzata"", salvo poi capire che andava passato l'elastico apposito sotto la seduta stessa per "" ancorarlo "". Materiale confortevole e che non trattiene peli ( ho due cani che amano il divano ). Si è adattato bene , con qualche minuto in più e qualche elastico in più aderirebbe alla perfezione. Il mio divano misura 227 cm e la misura tre posti è più che sufficiente, contrariamente a quanto letto in alcune recensioni. Consigliato.",4
283,"Ho dato 4 stelle per il fatto che le misure del produttore non corrispondono affatto. Mi spiego:per un 2 posti ho dovuto usare il 3 posti,mentre per il 3 posti quello da 4 posti,nonostante le misure al momento dell'acquisto corrispondessero esattamente ai miei divani.Materiale buono e calzante,quindi consiglio l'acquisto a chi avesse ancora dei dubbi.Ciao",4
284,"Il copridivano è davvero bello e penso che a questo prezzo non si possa trovare di meglio, ha un'ottima elasticità e sembra molto resistente. Ho preso la versione 3 posti per il mio divano che misura in larghezza 205 cm., non lo calza a perfezione ma più per la forma che per la misura, infatti sul davanti risulta un po' corto, mentre sulla schiena del divano il tessuto abbonda leggermente. Penso che sarebbe perfetto su un divano con i poggioli più stretti, mentre il mio li ha molto larghi. L'elastico da inserire sotto ai cuscini di seduta gli permette di restare sempre tirato e va benissimo, ma... metterlo è stata una vera impresa! Quattro stelle solo perché in effetti non è comodissimo da calzare.",4
285,"le misure del 4 posti assomigliano più ad un 2 o max 3, avrei dovuto credere a chi scriveva male di questo prodotto. Ma pensavo si sbagliassero Ahimè ho dovuto constatare anche io che le misure pubblicizzate non coprono affatto il divano di 4 posti. Salvo non tenderlo al massimo con ottime possibilità di sgualcirlo dopo forse un paio di settimane. Speriamo bene che invece mi sbagli e resista",2
286,Ottimo prodotto veste completamente il divano non si sgualcisce non amo particolarmente la texture a nido d'ape ma considerando la qualità è il prezzo sono più che soddisfatta!,5
287,"Sono decisamente delusa da questo prodotto. Le misure indicate NON coprono le misure effettive dei divani. Ho duvuto fare il reso: per il mio divano da 2 posti ho dovuto prendere il copridivano da 3 posti, per l'altro da 3 posti ho dovuto prendere il copridivano da 4 (e vi assicuro che sono divani relativamente piccoli per i posti che hanno).....spendendo OVVIAMENTE più del dovuto. Mi sento presa in giro....è un ottimo modo per spillare più soldi ai clienti. Tutto questo purtroppo rende il venditore poco professionale.",1
288,"Purtroppo credevo di aver trovato un prodotto valido ad un prezzo conveniente visto che avendo due gatti ho smesso di comprare quelli costosi perche facevano una brutta fine, questo oltre ad essere assolutamente inadatto per 3 posti come dice di essere è talmente “elasticizzato” che mi scappa ogni volta che lo muovo... io ho un zucchi a casa delle stesse misure di questo ed è perfetto per cui è fatto molto male. Il tessuto è ruvido perchè è un nido d’ape in rilievo ed è arrivato con dei fili fuori.... dopo il lavaggio puzza ancora .non lo consiglio assolutamente",1
289,"Ho un divano 3 posti rosso regalatomi da dei parenti. Il colore non mi piace quindi piuttosto che cambiare divano ho optato per ricorprirlo. Ho ordinato ieri, e il copridivano è arrivato oggi! Posizionato in 10 minuti. Ho preso la misura che corrispondeva al mio divano 3 posti, per sicurezza ho misurato anche con il metro. Calza perfettamente anche se nella parte della seduta rimane un po teso, però coi cuscini si risolve e non si sposta. Do 3 stelle alla durabilità perché appunto è arrivato circa 2ore fa quindi non saprei.",5
290,Copridivano top! Bello il colore e il materiale (grigio scuro). Ha dato un tocco diverso ed elegante alla nostra sala. Ottimo soprattutto se si ha un animale domestico e non si vuole danneggiare il divano! Calza alla perfezione e a differenza dei soliti panni copridivano rimane in posizione anche quando ci si alza! Consigliatissimo!,5
291,"Ho un divano a tre posti, ma non molto lungo, meno di 190 cm, quindi mi sono fidato anche delle recensioni che consigliavano un tre posti per questa misura ridotta, molti si lamentavano che avrebbero dovuto prendere il quattro ma avevano divani più lunghi. Qui il problema non è tanto la lunghezza totale, ma quella della seduta. E' davvero corta se non c'è nulla a tenere 'fermi' gli angoli ed è troppo teso l'elastico. Come si può vedere, non avendo dei braccioli grandi, rimane tutto in tensione e non è possibile infilare dentro i cuscini, la tensione elastica è troppo grande e sfuggono appena li infili. Un peccato. Peraltro il tessuto è comodo e morbido, ma le cuciture secondo me non dureranno a lungo, comunque per 26 euro suppongo ci si debba accontentare.",3
292,"Ordinato per un divano in pelle moderno a tre posti. Confezione e consegna impeccabili. All'inizio ho avuto qualche difficoltà per montarlo, in quanto la seduta rimaneva "" rialzata"", salvo poi capire che andava passato l'elastico apposito sotto la seduta stessa per "" ancorarlo "". Materiale confortevole e che non trattiene peli ( ho due cani che amano il divano ). Si è adattato bene , con qualche minuto in più e qualche elastico in più aderirebbe alla perfezione. Il mio divano misura 227 cm e la misura tre posti è più che sufficiente, contrariamente a quanto letto in alcune recensioni. Consigliato.",4
293,"Ho dato 4 stelle per il fatto che le misure del produttore non corrispondono affatto. Mi spiego:per un 2 posti ho dovuto usare il 3 posti,mentre per il 3 posti quello da 4 posti,nonostante le misure al momento dell'acquisto corrispondessero esattamente ai miei divani.Materiale buono e calzante,quindi consiglio l'acquisto a chi avesse ancora dei dubbi.Ciao",4
294,"Il copridivano è davvero bello e penso che a questo prezzo non si possa trovare di meglio, ha un'ottima elasticità e sembra molto resistente. Ho preso la versione 3 posti per il mio divano che misura in larghezza 205 cm., non lo calza a perfezione ma più per la forma che per la misura, infatti sul davanti risulta un po' corto, mentre sulla schiena del divano il tessuto abbonda leggermente. Penso che sarebbe perfetto su un divano con i poggioli più stretti, mentre il mio li ha molto larghi. L'elastico da inserire sotto ai cuscini di seduta gli permette di restare sempre tirato e va benissimo, ma... metterlo è stata una vera impresa! Quattro stelle solo perché in effetti non è comodissimo da calzare.",4
295,"le misure del 4 posti assomigliano più ad un 2 o max 3, avrei dovuto credere a chi scriveva male di questo prodotto. Ma pensavo si sbagliassero Ahimè ho dovuto constatare anche io che le misure pubblicizzate non coprono affatto il divano di 4 posti. Salvo non tenderlo al massimo con ottime possibilità di sgualcirlo dopo forse un paio di settimane. Speriamo bene che invece mi sbagli e resista",2
296,Ottimo prodotto veste completamente il divano non si sgualcisce non amo particolarmente la texture a nido d'ape ma considerando la qualità è il prezzo sono più che soddisfatta!,5
297,"Sono decisamente delusa da questo prodotto. Le misure indicate NON coprono le misure effettive dei divani. Ho duvuto fare il reso: per il mio divano da 2 posti ho dovuto prendere il copridivano da 3 posti, per l'altro da 3 posti ho dovuto prendere il copridivano da 4 (e vi assicuro che sono divani relativamente piccoli per i posti che hanno).....spendendo OVVIAMENTE più del dovuto. Mi sento presa in giro....è un ottimo modo per spillare più soldi ai clienti. Tutto questo purtroppo rende il venditore poco professionale.",1
298,"Purtroppo credevo di aver trovato un prodotto valido ad un prezzo conveniente visto che avendo due gatti ho smesso di comprare quelli costosi perche facevano una brutta fine, questo oltre ad essere assolutamente inadatto per 3 posti come dice di essere è talmente “elasticizzato” che mi scappa ogni volta che lo muovo... io ho un zucchi a casa delle stesse misure di questo ed è perfetto per cui è fatto molto male. Il tessuto è ruvido perchè è un nido d’ape in rilievo ed è arrivato con dei fili fuori.... dopo il lavaggio puzza ancora .non lo consiglio assolutamente",1
299,"Ho un divano 3 posti rosso regalatomi da dei parenti. Il colore non mi piace quindi piuttosto che cambiare divano ho optato per ricorprirlo. Ho ordinato ieri, e il copridivano è arrivato oggi! Posizionato in 10 minuti. Ho preso la misura che corrispondeva al mio divano 3 posti, per sicurezza ho misurato anche con il metro. Calza perfettamente anche se nella parte della seduta rimane un po teso, però coi cuscini si risolve e non si sposta. Do 3 stelle alla durabilità perché appunto è arrivato circa 2ore fa quindi non saprei.",5
300,Copridivano top! Bello il colore e il materiale (grigio scuro). Ha dato un tocco diverso ed elegante alla nostra sala. Ottimo soprattutto se si ha un animale domestico e non si vuole danneggiare il divano! Calza alla perfezione e a differenza dei soliti panni copridivano rimane in posizione anche quando ci si alza! Consigliatissimo!,5
301,"Ho un divano a tre posti, ma non molto lungo, meno di 190 cm, quindi mi sono fidato anche delle recensioni che consigliavano un tre posti per questa misura ridotta, molti si lamentavano che avrebbero dovuto prendere il quattro ma avevano divani più lunghi. Qui il problema non è tanto la lunghezza totale, ma quella della seduta. E' davvero corta se non c'è nulla a tenere 'fermi' gli angoli ed è troppo teso l'elastico. Come si può vedere, non avendo dei braccioli grandi, rimane tutto in tensione e non è possibile infilare dentro i cuscini, la tensione elastica è troppo grande e sfuggono appena li infili. Un peccato. Peraltro il tessuto è comodo e morbido, ma le cuciture secondo me non dureranno a lungo, comunque per 26 euro suppongo ci si debba accontentare.",3
302,"Ordinato per un divano in pelle moderno a tre posti. Confezione e consegna impeccabili. All'inizio ho avuto qualche difficoltà per montarlo, in quanto la seduta rimaneva "" rialzata"", salvo poi capire che andava passato l'elastico apposito sotto la seduta stessa per "" ancorarlo "". Materiale confortevole e che non trattiene peli ( ho due cani che amano il divano ). Si è adattato bene , con qualche minuto in più e qualche elastico in più aderirebbe alla perfezione. Il mio divano misura 227 cm e la misura tre posti è più che sufficiente, contrariamente a quanto letto in alcune recensioni. Consigliato.",4
303,"Ho dato 4 stelle per il fatto che le misure del produttore non corrispondono affatto. Mi spiego:per un 2 posti ho dovuto usare il 3 posti,mentre per il 3 posti quello da 4 posti,nonostante le misure al momento dell'acquisto corrispondessero esattamente ai miei divani.Materiale buono e calzante,quindi consiglio l'acquisto a chi avesse ancora dei dubbi.Ciao",4
304,"Il copridivano è davvero bello e penso che a questo prezzo non si possa trovare di meglio, ha un'ottima elasticità e sembra molto resistente. Ho preso la versione 3 posti per il mio divano che misura in larghezza 205 cm., non lo calza a perfezione ma più per la forma che per la misura, infatti sul davanti risulta un po' corto, mentre sulla schiena del divano il tessuto abbonda leggermente. Penso che sarebbe perfetto su un divano con i poggioli più stretti, mentre il mio li ha molto larghi. L'elastico da inserire sotto ai cuscini di seduta gli permette di restare sempre tirato e va benissimo, ma... metterlo è stata una vera impresa! Quattro stelle solo perché in effetti non è comodissimo da calzare.",4
305,"le misure del 4 posti assomigliano più ad un 2 o max 3, avrei dovuto credere a chi scriveva male di questo prodotto. Ma pensavo si sbagliassero Ahimè ho dovuto constatare anche io che le misure pubblicizzate non coprono affatto il divano di 4 posti. Salvo non tenderlo al massimo con ottime possibilità di sgualcirlo dopo forse un paio di settimane. Speriamo bene che invece mi sbagli e resista",2
306,Ottimo prodotto veste completamente il divano non si sgualcisce non amo particolarmente la texture a nido d'ape ma considerando la qualità è il prezzo sono più che soddisfatta!,5
307,"Sono decisamente delusa da questo prodotto. Le misure indicate NON coprono le misure effettive dei divani. Ho duvuto fare il reso: per il mio divano da 2 posti ho dovuto prendere il copridivano da 3 posti, per l'altro da 3 posti ho dovuto prendere il copridivano da 4 (e vi assicuro che sono divani relativamente piccoli per i posti che hanno).....spendendo OVVIAMENTE più del dovuto. Mi sento presa in giro....è un ottimo modo per spillare più soldi ai clienti. Tutto questo purtroppo rende il venditore poco professionale.",1
308,"Purtroppo credevo di aver trovato un prodotto valido ad un prezzo conveniente visto che avendo due gatti ho smesso di comprare quelli costosi perche facevano una brutta fine, questo oltre ad essere assolutamente inadatto per 3 posti come dice di essere è talmente “elasticizzato” che mi scappa ogni volta che lo muovo... io ho un zucchi a casa delle stesse misure di questo ed è perfetto per cui è fatto molto male. Il tessuto è ruvido perchè è un nido d’ape in rilievo ed è arrivato con dei fili fuori.... dopo il lavaggio puzza ancora .non lo consiglio assolutamente",1
309,"Ho un divano 3 posti rosso regalatomi da dei parenti. Il colore non mi piace quindi piuttosto che cambiare divano ho optato per ricorprirlo. Ho ordinato ieri, e il copridivano è arrivato oggi! Posizionato in 10 minuti. Ho preso la misura che corrispondeva al mio divano 3 posti, per sicurezza ho misurato anche con il metro. Calza perfettamente anche se nella parte della seduta rimane un po teso, però coi cuscini si risolve e non si sposta. Do 3 stelle alla durabilità perché appunto è arrivato circa 2ore fa quindi non saprei.",5
310,"Prodotto veramente ottimo con un tessuto fantastico. Essendo in micro fibra, serve un po di abitudine ad utilizzarlo perché risulta molto sottile, ma asciuga benissimo il corpo e una volta appeso, nel giro di qualche minuto è asciutto, veramente fantastico. Non lascia nessun pelucco o filo, si può usare direttamente appena estratto dalla sua busta di plastica (Per una questione igienica , prima di indossarlo l'ho lavato in lavatrice con appositi prodotti seguendo le istruzioni riportate sul capo). Le misure sono un po' piccole, meglio prendere una taglia maggiore. La spedizione è stata velocissima con amazon prime e l'imballo era perfetto (senza ammaccature o aperture sospette) La mia recensione non è in alcun modo retribuita, perciò se vi è servita vi sarei grato se cliccaste su ""recensione utile"". Grazie!",5
311,Non è fatto in italia... PRC... Artigiani italiani... Bugiardi...,1
312,"Prodotto pessimo,si attaccano centinaia di pallini in tutto il corpo dopo la doccia,puzza e non asciuga bene. Soprattutto venditore pessimo, che non ha accettato subito il reso ed ha posto condizioni assurde come trattenere 14 euro per un fantomatico servizio spedizione,il tutto praticamente volto a scoraggiare il cliente. Ho deciso di regalargli queste 19 euro,ne avevano bisogno forse poverini. Ah dimenticavo,spedizione in ritardo di due giorni segnalata e spronata da Amazon....",1
313,"Ottima qualità,ma veste molto stretto.mio marito ha 1.83 e 83 kili e guardando le recensioni e le domande ecc ho preso una L .andava stretta anche a me .poi ho pagato 14.90€di rimborso per chiedere una misura in più,cioè la XL e dopo quasi una settimana e arrivato.ottimo servizio clienti ,ma il prodotto non rispecchia le misure sul mercato .Ciòe le maniche sono larghe ma il petto e la parte bassa sono strette di brutto.non ce tanta differenza tra la L e la XL tranne le maniche .era regalo per andare in palestra ma non se lo può mettere perché si vede tutto .ci tengo a precisare che mio marito è alto 1.83 e abbastanza snello. Quindi e un accappatoio per ragazzini .40 €  sprecati .",1
314,"Solo ora l'ho provato. La taglia è inferiore di due misure (e dire che in quest'ultimo periodo sono dimagrito !), non assorbe, la targhetta non corrisponde al prodotto esposto, non è idoneo nemmeno come strofinaccio. Prodotto extra UE di pessima qualità, artigiani italiani un'offesa per quelli veri ! Sconsigliato assolutamente.",1
315,"Ho restituito l' aricolo poichè lo spessore è talmente minimo da ricordare più una tovaglia TNT di quelle da mettere sui tavoli per  le feste che un accappatoio, si notava da subito imoltre la formazione di pallini. Non ho potuto ovviamente testare la capacità di assorbimento ne la resistenza in caso di movimenti bruschi (della quale dubito molto).",2
316,Misura completamente sbagliata c'è scritto 4XL ma e molto più piccolo almeno 3 misure in meno nel girovita confrontando con un accappatoio in cotone che uso che è una 3xl stra usato.lunghezza ok maniche extra larghe avevo letto altre recensioni negative e hanno ragione fatto in prc  le misure non corrispondono alle misure italiane. Lo dato a mio nipote che e alto 1.67 e pesa meno di 53kg e li va un pochino largo ma lavandolo un paio di taglie li perde. Peccato,1
317,"Ottimo tessuto, molto molto simile al tessuto usato in prodotti di alta gamma che costano tre/quattro volte tanto. Essendo in microfibra, serve un poco di abitudine ad utilizzarlo perché risulta molto sottile, ma asciuga benissimo il corpo ed asciuga poi velocemente una volta appeso dopo l'uso. Non lascia nessun pelucco o filo, si può usare direttamente appena estratto dalla sua busta di plastica. La busta ha una cerniera e può essere riutilizzata per riporlo una volta asciutto. Il colore è molto acceso ed è adatto più a donna che a uomo. Le misure sono un po' piccole, quindi prendete la taglia superiore per stare sicuri.",5
318,"Ho acquistato questo accappatoio come regalo per il mio ragazzo, e ne è rimasto soddisfatto. Il precedente modello era grosso e morbido ma asciugava poco, per cui ho voluto scegliere questo modello per avere una migliore capacità di asciugatura, e ne siamo rimasti soddisfatti. La taglia L è adatta alle sue misure (80kg per 1,75); a me sembrerebbe leggermente corto di maniche ma chi lo usa dice invece che la misura è giusta. Prima di utilizzarlo ho effettuato un lavaggio preliminare e mi sono accorta che non ha perso colore, nonostante lo avessi lavato insieme ad altri capi, cosa molto positiva de considero che altri modelli con il primo lavaggio avevano stinto leggermente. Il prezzo è più che adeguato alla qualità del prodotto per cui ne consiglio l’acquisto.",4
319,Purtroppo devo scrivere una recensione non proprio positiva. L'ho lavato in lavatrice assieme ad altri capi e mi ha stinto tutti gli altri panni .Poi l'ho asciugato nella asciugatrice e mi ha lasciato sul filtro tantissimi pelucchi.Speriamo che questo inconveniente sia solo al primo lavaggio.,3
320,"Prodotto veramente ottimo con un tessuto fantastico. Essendo in micro fibra, serve un po di abitudine ad utilizzarlo perché risulta molto sottile, ma asciuga benissimo il corpo e una volta appeso, nel giro di qualche minuto è asciutto, veramente fantastico. Non lascia nessun pelucco o filo, si può usare direttamente appena estratto dalla sua busta di plastica (Per una questione igienica , prima di indossarlo l'ho lavato in lavatrice con appositi prodotti seguendo le istruzioni riportate sul capo). Le misure sono un po' piccole, meglio prendere una taglia maggiore. La spedizione è stata velocissima con amazon prime e l'imballo era perfetto (senza ammaccature o aperture sospette) La mia recensione non è in alcun modo retribuita, perciò se vi è servita vi sarei grato se cliccaste su ""recensione utile"". Grazie!",5
321,Non è fatto in italia... PRC... Artigiani italiani... Bugiardi...,1
322,"Prodotto pessimo,si attaccano centinaia di pallini in tutto il corpo dopo la doccia,puzza e non asciuga bene. Soprattutto venditore pessimo, che non ha accettato subito il reso ed ha posto condizioni assurde come trattenere 14 euro per un fantomatico servizio spedizione,il tutto praticamente volto a scoraggiare il cliente. Ho deciso di regalargli queste 19 euro,ne avevano bisogno forse poverini. Ah dimenticavo,spedizione in ritardo di due giorni segnalata e spronata da Amazon....",1
323,"Ottima qualità,ma veste molto stretto.mio marito ha 1.83 e 83 kili e guardando le recensioni e le domande ecc ho preso una L .andava stretta anche a me .poi ho pagato 14.90€di rimborso per chiedere una misura in più,cioè la XL e dopo quasi una settimana e arrivato.ottimo servizio clienti ,ma il prodotto non rispecchia le misure sul mercato .Ciòe le maniche sono larghe ma il petto e la parte bassa sono strette di brutto.non ce tanta differenza tra la L e la XL tranne le maniche .era regalo per andare in palestra ma non se lo può mettere perché si vede tutto .ci tengo a precisare che mio marito è alto 1.83 e abbastanza snello. Quindi e un accappatoio per ragazzini .40 €  sprecati .",1
324,"Solo ora l'ho provato. La taglia è inferiore di due misure (e dire che in quest'ultimo periodo sono dimagrito !), non assorbe, la targhetta non corrisponde al prodotto esposto, non è idoneo nemmeno come strofinaccio. Prodotto extra UE di pessima qualità, artigiani italiani un'offesa per quelli veri ! Sconsigliato assolutamente.",1
325,"Ho restituito l' aricolo poichè lo spessore è talmente minimo da ricordare più una tovaglia TNT di quelle da mettere sui tavoli per  le feste che un accappatoio, si notava da subito imoltre la formazione di pallini. Non ho potuto ovviamente testare la capacità di assorbimento ne la resistenza in caso di movimenti bruschi (della quale dubito molto).",2
326,Misura completamente sbagliata c'è scritto 4XL ma e molto più piccolo almeno 3 misure in meno nel girovita confrontando con un accappatoio in cotone che uso che è una 3xl stra usato.lunghezza ok maniche extra larghe avevo letto altre recensioni negative e hanno ragione fatto in prc  le misure non corrispondono alle misure italiane. Lo dato a mio nipote che e alto 1.67 e pesa meno di 53kg e li va un pochino largo ma lavandolo un paio di taglie li perde. Peccato,1
