"title","content","date","variant","images","verified","author","rating","product","url" 
"pantaloncino sport","Il pantaloncino è bene fatto e rifinito bene. Arrivati molto prima del previsto i pantaloncini sono stati subito utilizzati. E’ un doppio pantaloncino, il ciclista sottostante ha la una tasca elastica per riporre il telefonino o altri oggetti durante la corsa e gli esercizi, mentre il pantaloncino sopra è moto leggero e comodo. Sono presenti le tasche laterali sul davanti e anche una tasca nel posteriore con cerniera. Questo pantaloncino da uomo ha l’elastico e il laccio per stringerlo a piacimento. Soddisfattadell’acquisto.","Recensito in Italia il 27 maggio 2020","Taglia: L","https://images-na.ssl-images-amazon.com/images/I/81ZoPGDypCL._SY88.jpg","Yes","Roberta","5","XDSP Pantaloncini Sportivi da Uomo, 2 in 1 Sport e Allenamento Fitness Shorts Jogging, Pantaloncini Asciugatura Veloce","https://www.amazon.it/XDSP-Pantaloncini-Sportivi-Allenamento-Asciugatura/product-reviews/B07W57SCXL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=2
"
"Bel pantaloncino tecnico sportivo","Doppio pantaloncino tecnico per fare sport. Realizzati con materiale tecnico e di buona fattura. Sotto c'è un pantaloncino in tessuto elastico tipo lucra e funziona aderente stile leggings e sopra un pantaloncino sportivo sempre di colore nero ma più morbido e comodo soprattutto durante la corsa ma va bene anche per fare palestra al chiuso.. si lava facilmente anche in lavatrice basta non mettere temperatura troppo alta. Ben fatto credo che ne prenderò subito un altro di un altro colore giusto per cambiare. Questo è di colore nero ed è in materiale tecnico. Consigliatissimo","Recensito in Italia il 2 giugno 2020","Taglia: L","","Yes","Denis","5","XDSP Pantaloncini Sportivi da Uomo, 2 in 1 Sport e Allenamento Fitness Shorts Jogging, Pantaloncini Asciugatura Veloce","https://www.amazon.it/XDSP-Pantaloncini-Sportivi-Allenamento-Asciugatura/product-reviews/B07W57SCXL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=2
"
"Oltre che piccolo non sembra granché","Il tessuto esterno sembra buono ma il pantaloncino interno, quello poi più importante visto che deve stare a contatto con la pelle, non mi sembra per niente buono. Usualmente porto una L. Ho preso una L e davvero credo di aver bisogno della XXL.","Recensito in Italia il 6 dicembre 2019","Taglia: L","","Yes","Andrea Spadoni","3","XDSP Pantaloncini Sportivi da Uomo, 2 in 1 Sport e Allenamento Fitness Shorts Jogging, Pantaloncini Asciugatura Veloce","https://www.amazon.it/XDSP-Pantaloncini-Sportivi-Allenamento-Asciugatura/product-reviews/B07W57SCXL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=2
"
"consigliato","fatto bene e rifinito a dovere con un eccellente rapporto qualita' prezz, Materiale dei pantaloncini ottimo,  Comodi per andare a correre, Aderente e molto utile con le sue capienti tasche. Consigliatissimo","Recensito in Italia il 6 dicembre 2019","Taglia: L","https://images-na.ssl-images-amazon.com/images/I/31FQ47tyh0L._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/31jtaJb5FsL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/4101jqmhqPL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/51oefZmTvsL._SY88.jpg","Yes","kevin","5","XDSP Pantaloncini Sportivi da Uomo, 2 in 1 Sport e Allenamento Fitness Shorts Jogging, Pantaloncini Asciugatura Veloce","https://www.amazon.it/XDSP-Pantaloncini-Sportivi-Allenamento-Asciugatura/product-reviews/B07W57SCXL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=2
"
"PENSAVO MEGLIO","i pantaloncini vanno bene meglio usarli senza mutande, a dirla tutta sembrano piuttosto pesanti per l'estate considerando la doppia fodera. buono il laccio per stringerli alla vita ma sarebbe stato meglio se ci fosse stato anche il passante per l'asciugamano . per il resto li consiglio, sono molto elastici e confortevoli non danno fastidio facendo squat ecc. descrizione articolo esatta.","Recensito in Italia il 26 aprile 2020","Taglia: L","","Yes","Marco 81","4","XDSP Pantaloncini Sportivi da Uomo, 2 in 1 Sport e Allenamento Fitness Shorts Jogging, Pantaloncini Asciugatura Veloce","https://www.amazon.it/XDSP-Pantaloncini-Sportivi-Allenamento-Asciugatura/product-reviews/B07W57SCXL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=2
"
"Pantaloncini estivi o per sport","Comodi, doppio pantaloncino, sotto aderente, sopra vestibilita' normale, si possono usare per fare un po' tutto, da usare per lavoro, ad andare in palestra, o in giro. Conviene sempre prendere una o due misure in piu'.","Recensito in Italia il 1 luglio 2020","Taglia: XXL","https://images-na.ssl-images-amazon.com/images/I/612dUcx5hkL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/61zanKZgtML._SY88.jpg","Yes","Marco Passucci  MP Computers","5","XDSP Pantaloncini Sportivi da Uomo, 2 in 1 Sport e Allenamento Fitness Shorts Jogging, Pantaloncini Asciugatura Veloce","https://www.amazon.it/XDSP-Pantaloncini-Sportivi-Allenamento-Asciugatura/product-reviews/B07W57SCXL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=2
"
"Comodi e pratici","Li uso per andare in palestra a fare pesistica e workout cardio, perfetti. La tasca sulla coscia per il cellulare funziona, alzando le gambe però tende ad uscire fuori (ho un iPhone 11) essendo appena troppo larga ma non è certamente grave. Un appunto per il produttore se mai leggerà: la tasca sarebbe meglio più laterale che proprio in centro, in quella posizione quando le gambe sono fissate (tipo lat machine) occorre spostare un po' il calzoncino per non forzare sul telefono.","Recensito in Italia il 18 febbraio 2020","Taglia: M","","Yes","Alessio Cosso","5","XDSP Pantaloncini Sportivi da Uomo, 2 in 1 Sport e Allenamento Fitness Shorts Jogging, Pantaloncini Asciugatura Veloce","https://www.amazon.it/XDSP-Pantaloncini-Sportivi-Allenamento-Asciugatura/product-reviews/B07W57SCXL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=2
"
"un po' piccolino","il materiale sembra buono anche se puzza un po' essendo sintetico penso sia normale il problema è che ho ordinato una L pur essendo una M molto magro nonostante questo mi va comunque un po' troppo piccolo","Recensito in Italia il 31 gennaio 2020","Taglia: L","","Yes","michelervt","3","XDSP Pantaloncini Sportivi da Uomo, 2 in 1 Sport e Allenamento Fitness Shorts Jogging, Pantaloncini Asciugatura Veloce","https://www.amazon.it/XDSP-Pantaloncini-Sportivi-Allenamento-Asciugatura/product-reviews/B07W57SCXL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=2
"
"Pro e contro","Ciao, io l'anno scorso ho comprato quello arancione, quest'anno quello blu. Qualitativamente i materiali sono buoni. Robusto e comodo. Mi piace molto la loro lunghezza al ginocchio. Do solo 3 stelle perchè con il blu succede la stessa cosa che è successo al mio arancione. Perde tantissimo il colore e neanche in maniera omogenea. Pensavo fosse un problema dell'arancione che era bello sparato (adesso è rosa antico). Ma anche il blu fa uguale. Ormai il colore segue le pieghe. Dentro la piega è più scuro, fuori è più chiaro. Non benissimo. Lavo sempre a 30° con detersivi liquidi buoni.","Recensito in Italia il 27 luglio 2018","","https://images-na.ssl-images-amazon.com/images/I/81r8ee9HvPL._SY88.jpg","Yes","PECI F.","2","Geographical Norway - Bermuda da uomo cargo, pantaloncini corti","https://www.amazon.it/Geographical-Norway-cargo-corti-PEOPLE/product-reviews/B012DFYKX2/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Qualità pessima","Esteticamente veramente belli, ma.... Iniziamo dai colori: ordinati 2 paia, 1 beige e uno mastice; quello beige è color mastice, mentre il mastice è verde militare. Da notare che sull'etichetta è riportato rispettivamente il color beige e mastice. Ma ad esser sincero, questo non è un problema, almeno per me. Il vero problema è la qualità: dopo 3 giorni un bottoncino automatico della tasca laterale si è letteralmente sbriciolato; il giorno dopo scendo dall'auto e ritrovo sul sedile uno dei bottoni posteriori; in seguito le cuciture iniziano ad aprirsi. Dulcis in fundo dopo il primo lavaggio, rigorosamente a 30 gradi e a mano il colore è di almeno 3 tonalità in meno. Non valgono assolutamente i soldi spesi, neanche in offerta.","Recensito in Italia il 6 settembre 2018","Taglia: L Colore: Mastice","","Yes","morgan","1","Geographical Norway - Bermuda da uomo cargo, pantaloncini corti","https://www.amazon.it/Geographical-Norway-cargo-corti-PEOPLE/product-reviews/B012DFYKX2/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Buon prodotto ma più scuri che in foto.","Avevo ordinato quelli color mastice e sulla busta il colore indicato era giusto ma sono decisamente più scuri e somigliano più a quelli della fotografia color cachi che al colore simile al sabbia nella foto allegata per il prodotto da me scelto. Ma insomma mi piacciono comunque. La taglia è giusta e sono comodi con un buon numero di tasche come lo cercavo, la cintura è inclusa con i pantaloni. In conclusione un buon prodotto per quanto riguarda qualità delle cuciture e tessuto, anche se ho trovato una delle tasche posteriori scucita da un lato che assieme al colore diverso gli fanno perdere i pieni voti nella recensione, ma consiglio comunque in rapporto con il prezzo :D","Recensito in Italia il 24 luglio 2017","Taglia: S Colore: Mastice","","Yes","Jacen23","4","Geographical Norway - Bermuda da uomo cargo, pantaloncini corti","https://www.amazon.it/Geographical-Norway-cargo-corti-PEOPLE/product-reviews/B012DFYKX2/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Acquistabile ad un massimo di 20€","Sinceramente sono rimasto un po' deluso da questo pantaloncino, soprattutto tenendo conto della marca e, soprattutto, del prezzo! I bottoni sulla patta sono cuciti molto male, dopo una settimana già uno stava cedendo; i bottoni a clip che chiudono le tasche posteriori sono il peggio del peggio, proprio a livello dei pantaloncini da bancarella: duri da chiudere, da aprire e, tempo un paio di giorni, uno si è pure strappato dalla tela del pantalone! Di buono c'è sicuramente il materiale, molto fresco, e le tante tasche. Sarò stato sfortunato io, ma, sinceramente, non mi sento di consigliare l'acquisto a più di 20€","Recensito in Italia il 20 settembre 2018","Taglia: XXL Colore: Bianco","","Yes","Raffaele M.","3","Geographical Norway - Bermuda da uomo cargo, pantaloncini corti","https://www.amazon.it/Geographical-Norway-cargo-corti-PEOPLE/product-reviews/B012DFYKX2/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Non comprateli","Pantaloncini completamente scandalosi. Solo dopo 5 minuti averli indossati ed essere salito in macchina si sono rovinosamente strappati nella parte posteriore. Una vera indecenza chiederò immediatamente il reso. Come si fa a vendere prodotti del genere! Mai più.","Recensito in Italia il 2 settembre 2017","Taglia: XL Colore: Mastice","","Yes","Dark535","1","Geographical Norway - Bermuda da uomo cargo, pantaloncini corti","https://www.amazon.it/Geographical-Norway-cargo-corti-PEOPLE/product-reviews/B012DFYKX2/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Prezzo altino, ""stile"" Napapiri. rotti subito 2 bottoni al primo uso, ma vabbè...","Ci servivano dei pantaloni cargo e ci sono piaciuti questi dalla foto.Purtroppo le taglie sono un incognita, ne abbiamo presi due e reso uno perchè troppo stretto rispetto alla dichiarata. Non sappiamo quanto possa essere famosa questa marca, forse in spagna dive li producono i 42 euro sono accettabili (il sito li vende a 39, ma spedizioni, cambio taglia, dalla spagna...).E' una simpatica ""imitazione"" (NON contrafazione, non censurate!) dei Napapiri cargo.Perchè 2 stelle? Perchè in periodo saldi 42 euro è troppo e non li valgono, inoltre al primo uso son saltati 2 bottoni (no, non quello della pancia...heheheh) e per scrupolo abbiamo pagato 6 euro il sarto perché li riattaccasse e rinforzasse tutti.Prezzo totale 47 euro, però son sopravvissuti all'estate, che dire, per quel prezzo prendete dei charart in saldo, ma mettiamo le cosa in chiaro: certe taglie fortine le hanno solo online  e quindi o dieta o si paga! :-) ATTENZIONE: a noi per tutte e 2 le taglie non è arrivato il color cachi della foto, ma un MARRONE QUASI TERRA DI SIENA BRUCIATA, che però abbiamo apprezzato più di quel cachi verdastro della foto.In regalo la cintura stesso colore come vedete in foto, con chiusura ad anelli di metallo senza loghi, quindi riutilizzabile su altri pantaloni. Le (mille) tasche sono utili e, nonostante sembra che si chiudano con i bottoni hanno un fibbia a pressione interna, cosa molto comoda, soprattutto antiscippo, ma anche pratica da aprire.Non so voi, ma noi odiamo aprire e chiedere i bottoni rovinando asole e logorando cucitura di questi.Il cavallo invece purtroppo ha tre bottoni, quindi se avete cintura chiusa ad anelli e bottoni allacciati sappiate che dovrete avere pazienza e destrezza per usare la toilette :-) 2 stelle per il prezzo, non dovrebbero costare più di 25 a saldo, massimo 30 a prezzo pieno.","Recensito in Italia il 17 settembre 2019","Taglia: 3XL Colore: Cachi","","Yes","Bellucci Srl","2","Geographical Norway - Bermuda da uomo cargo, pantaloncini corti","https://www.amazon.it/Geographical-Norway-cargo-corti-PEOPLE/product-reviews/B012DFYKX2/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"attenzione alla taglie veste stretto!!","premetto che ho 106 di girovita e normalmente acquisto 54 o 2XL di taglia e così ho fatto seguendo anche la guida alle taglie riportata per questo articolo. Quando è arrivata mi andava strettissima e il venditore è stato gentilissimo cambiandola prontamente con una 3XL che mi sta benissimo. Il tessuto mi sembra solido, il pantalone è pieno di tasche ma ancora devo provarlo sul campo, per questo metto solo 4 stelle. mi riservo di metterne 5 una volta che li avrò vestiti. non so e non posso commentare il fatto che scolorino o meno, li laverò la prima volta separatamente. la cintura è utilissima e di buona fattura. Mi riservo di comprarne altre paia in caso tutto dovesse filare liscio.","Recensito in Italia il 30 aprile 2020","Taglia: XXL Colore: Nero","","Yes","Paolo Ercolani","4","Geographical Norway - Bermuda da uomo cargo, pantaloncini corti","https://www.amazon.it/Geographical-Norway-cargo-corti-PEOPLE/product-reviews/B012DFYKX2/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"non rispecchia la qualità.","Qualità scadente, mi è arrivato con un passante scucito. Va be, ci penso io. lo indosso, salgo in macchina esco i due bottoni laterali che servono suppongo per stringere me li ritrovo sul sedile con tutto il filo di cucitura, va be li faro ricucire. faccio le mie commissioni, sento un fastidio alla cintura, guardo il passante si è scucito sul lato opposto a quello che ho ricucito. Tornato a casa, tolti e buttati.","Recensito in Italia il 1 agosto 2018","Taglia: 3XL Colore: Nero","","Yes","Deligant David","1","Geographical Norway - Bermuda da uomo cargo, pantaloncini corti","https://www.amazon.it/Geographical-Norway-cargo-corti-PEOPLE/product-reviews/B012DFYKX2/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"...forse sono daltonico....","Trovo strano che si proponga un colore ""Mastice"" in foto, e poi mi arrivi un Verde Oliva....non pretendevo una perfetta fedeltà, dell'immagine al reale...ma a me, sembrano due colori ""diversi""....fortuna che il verde mi piace...","Recensito in Italia il 31 agosto 2017","Taglia: XL Colore: Mastice","https://images-na.ssl-images-amazon.com/images/I/71LPXtTXL6L._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/81uSIjfR7YL._SY88.jpg","Yes","Davide Rinaldini","3","Geographical Norway - Bermuda da uomo cargo, pantaloncini corti","https://www.amazon.it/Geographical-Norway-cargo-corti-PEOPLE/product-reviews/B012DFYKX2/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"A vederli direi bene. Per il momento soddisfatto.","I pantaloni sono come da foto; il prodotto sembra buono e anche se il peso del tessuto in mano si sente, mi sembrano molto comodi. Ancora c'è da vedere quanto saranno robusti e soprattutto se terrà il colore. In questo caso il pantalone acquistato è bianco quindi non dovrebbero esserci problemi ma ne ho preso un paio anche scuro sempre della stessa marca. Forse cambia leggermente il modello. Molto comoda la cintura abbinata.","Recensito in Italia il 31 maggio 2020","Taglia: L Colore: Bianco","","Yes","Marco (peopleinside)","4","Geographical Norway - Bermuda da uomo cargo, pantaloncini corti","https://www.amazon.it/Geographical-Norway-cargo-corti-PEOPLE/product-reviews/B012DFYKX2/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Pro e contro","Ciao, io l'anno scorso ho comprato quello arancione, quest'anno quello blu. Qualitativamente i materiali sono buoni. Robusto e comodo. Mi piace molto la loro lunghezza al ginocchio. Do solo 3 stelle perchè con il blu succede la stessa cosa che è successo al mio arancione. Perde tantissimo il colore e neanche in maniera omogenea. Pensavo fosse un problema dell'arancione che era bello sparato (adesso è rosa antico). Ma anche il blu fa uguale. Ormai il colore segue le pieghe. Dentro la piega è più scuro, fuori è più chiaro. Non benissimo. Lavo sempre a 30° con detersivi liquidi buoni.","Recensito in Italia il 27 luglio 2018","","https://images-na.ssl-images-amazon.com/images/I/81r8ee9HvPL._SY88.jpg","Yes","PECI F.","2","Geographical Norway - Bermuda da uomo cargo, pantaloncini corti","https://www.amazon.it/Geographical-Norway-cargo-corti-PEOPLE/product-reviews/B012DFYKX2/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=2
"
"Qualità pessima","Esteticamente veramente belli, ma.... Iniziamo dai colori: ordinati 2 paia, 1 beige e uno mastice; quello beige è color mastice, mentre il mastice è verde militare. Da notare che sull'etichetta è riportato rispettivamente il color beige e mastice. Ma ad esser sincero, questo non è un problema, almeno per me. Il vero problema è la qualità: dopo 3 giorni un bottoncino automatico della tasca laterale si è letteralmente sbriciolato; il giorno dopo scendo dall'auto e ritrovo sul sedile uno dei bottoni posteriori; in seguito le cuciture iniziano ad aprirsi. Dulcis in fundo dopo il primo lavaggio, rigorosamente a 30 gradi e a mano il colore è di almeno 3 tonalità in meno. Non valgono assolutamente i soldi spesi, neanche in offerta.","Recensito in Italia il 6 settembre 2018","Taglia: L Colore: Mastice","","Yes","morgan","1","Geographical Norway - Bermuda da uomo cargo, pantaloncini corti","https://www.amazon.it/Geographical-Norway-cargo-corti-PEOPLE/product-reviews/B012DFYKX2/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=2
"
"Buon prodotto ma più scuri che in foto.","Avevo ordinato quelli color mastice e sulla busta il colore indicato era giusto ma sono decisamente più scuri e somigliano più a quelli della fotografia color cachi che al colore simile al sabbia nella foto allegata per il prodotto da me scelto. Ma insomma mi piacciono comunque. La taglia è giusta e sono comodi con un buon numero di tasche come lo cercavo, la cintura è inclusa con i pantaloni. In conclusione un buon prodotto per quanto riguarda qualità delle cuciture e tessuto, anche se ho trovato una delle tasche posteriori scucita da un lato che assieme al colore diverso gli fanno perdere i pieni voti nella recensione, ma consiglio comunque in rapporto con il prezzo :D","Recensito in Italia il 24 luglio 2017","Taglia: S Colore: Mastice","","Yes","Jacen23","4","Geographical Norway - Bermuda da uomo cargo, pantaloncini corti","https://www.amazon.it/Geographical-Norway-cargo-corti-PEOPLE/product-reviews/B012DFYKX2/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=2
"
"Acquistabile ad un massimo di 20€","Sinceramente sono rimasto un po' deluso da questo pantaloncino, soprattutto tenendo conto della marca e, soprattutto, del prezzo! I bottoni sulla patta sono cuciti molto male, dopo una settimana già uno stava cedendo; i bottoni a clip che chiudono le tasche posteriori sono il peggio del peggio, proprio a livello dei pantaloncini da bancarella: duri da chiudere, da aprire e, tempo un paio di giorni, uno si è pure strappato dalla tela del pantalone! Di buono c'è sicuramente il materiale, molto fresco, e le tante tasche. Sarò stato sfortunato io, ma, sinceramente, non mi sento di consigliare l'acquisto a più di 20€","Recensito in Italia il 20 settembre 2018","Taglia: XXL Colore: Bianco","","Yes","Raffaele M.","3","Geographical Norway - Bermuda da uomo cargo, pantaloncini corti","https://www.amazon.it/Geographical-Norway-cargo-corti-PEOPLE/product-reviews/B012DFYKX2/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=2
"
"Non comprateli","Pantaloncini completamente scandalosi. Solo dopo 5 minuti averli indossati ed essere salito in macchina si sono rovinosamente strappati nella parte posteriore. Una vera indecenza chiederò immediatamente il reso. Come si fa a vendere prodotti del genere! Mai più.","Recensito in Italia il 2 settembre 2017","Taglia: XL Colore: Mastice","","Yes","Dark535","1","Geographical Norway - Bermuda da uomo cargo, pantaloncini corti","https://www.amazon.it/Geographical-Norway-cargo-corti-PEOPLE/product-reviews/B012DFYKX2/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=2
"
"Prezzo altino, ""stile"" Napapiri. rotti subito 2 bottoni al primo uso, ma vabbè...","Ci servivano dei pantaloni cargo e ci sono piaciuti questi dalla foto.Purtroppo le taglie sono un incognita, ne abbiamo presi due e reso uno perchè troppo stretto rispetto alla dichiarata. Non sappiamo quanto possa essere famosa questa marca, forse in spagna dive li producono i 42 euro sono accettabili (il sito li vende a 39, ma spedizioni, cambio taglia, dalla spagna...).E' una simpatica ""imitazione"" (NON contrafazione, non censurate!) dei Napapiri cargo.Perchè 2 stelle? Perchè in periodo saldi 42 euro è troppo e non li valgono, inoltre al primo uso son saltati 2 bottoni (no, non quello della pancia...heheheh) e per scrupolo abbiamo pagato 6 euro il sarto perché li riattaccasse e rinforzasse tutti.Prezzo totale 47 euro, però son sopravvissuti all'estate, che dire, per quel prezzo prendete dei charart in saldo, ma mettiamo le cosa in chiaro: certe taglie fortine le hanno solo online  e quindi o dieta o si paga! :-) ATTENZIONE: a noi per tutte e 2 le taglie non è arrivato il color cachi della foto, ma un MARRONE QUASI TERRA DI SIENA BRUCIATA, che però abbiamo apprezzato più di quel cachi verdastro della foto.In regalo la cintura stesso colore come vedete in foto, con chiusura ad anelli di metallo senza loghi, quindi riutilizzabile su altri pantaloni. Le (mille) tasche sono utili e, nonostante sembra che si chiudano con i bottoni hanno un fibbia a pressione interna, cosa molto comoda, soprattutto antiscippo, ma anche pratica da aprire.Non so voi, ma noi odiamo aprire e chiedere i bottoni rovinando asole e logorando cucitura di questi.Il cavallo invece purtroppo ha tre bottoni, quindi se avete cintura chiusa ad anelli e bottoni allacciati sappiate che dovrete avere pazienza e destrezza per usare la toilette :-) 2 stelle per il prezzo, non dovrebbero costare più di 25 a saldo, massimo 30 a prezzo pieno.","Recensito in Italia il 17 settembre 2019","Taglia: 3XL Colore: Cachi","","Yes","Bellucci Srl","2","Geographical Norway - Bermuda da uomo cargo, pantaloncini corti","https://www.amazon.it/Geographical-Norway-cargo-corti-PEOPLE/product-reviews/B012DFYKX2/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=2
"
"attenzione alla taglie veste stretto!!","premetto che ho 106 di girovita e normalmente acquisto 54 o 2XL di taglia e così ho fatto seguendo anche la guida alle taglie riportata per questo articolo. Quando è arrivata mi andava strettissima e il venditore è stato gentilissimo cambiandola prontamente con una 3XL che mi sta benissimo. Il tessuto mi sembra solido, il pantalone è pieno di tasche ma ancora devo provarlo sul campo, per questo metto solo 4 stelle. mi riservo di metterne 5 una volta che li avrò vestiti. non so e non posso commentare il fatto che scolorino o meno, li laverò la prima volta separatamente. la cintura è utilissima e di buona fattura. Mi riservo di comprarne altre paia in caso tutto dovesse filare liscio.","Recensito in Italia il 30 aprile 2020","Taglia: XXL Colore: Nero","","Yes","Paolo Ercolani","4","Geographical Norway - Bermuda da uomo cargo, pantaloncini corti","https://www.amazon.it/Geographical-Norway-cargo-corti-PEOPLE/product-reviews/B012DFYKX2/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=2
"
"non rispecchia la qualità.","Qualità scadente, mi è arrivato con un passante scucito. Va be, ci penso io. lo indosso, salgo in macchina esco i due bottoni laterali che servono suppongo per stringere me li ritrovo sul sedile con tutto il filo di cucitura, va be li faro ricucire. faccio le mie commissioni, sento un fastidio alla cintura, guardo il passante si è scucito sul lato opposto a quello che ho ricucito. Tornato a casa, tolti e buttati.","Recensito in Italia il 1 agosto 2018","Taglia: 3XL Colore: Nero","","Yes","Deligant David","1","Geographical Norway - Bermuda da uomo cargo, pantaloncini corti","https://www.amazon.it/Geographical-Norway-cargo-corti-PEOPLE/product-reviews/B012DFYKX2/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=2
"
"...forse sono daltonico....","Trovo strano che si proponga un colore ""Mastice"" in foto, e poi mi arrivi un Verde Oliva....non pretendevo una perfetta fedeltà, dell'immagine al reale...ma a me, sembrano due colori ""diversi""....fortuna che il verde mi piace...","Recensito in Italia il 31 agosto 2017","Taglia: XL Colore: Mastice","https://images-na.ssl-images-amazon.com/images/I/71LPXtTXL6L._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/81uSIjfR7YL._SY88.jpg","Yes","Davide Rinaldini","3","Geographical Norway - Bermuda da uomo cargo, pantaloncini corti","https://www.amazon.it/Geographical-Norway-cargo-corti-PEOPLE/product-reviews/B012DFYKX2/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=2
"
"A vederli direi bene. Per il momento soddisfatto.","I pantaloni sono come da foto; il prodotto sembra buono e anche se il peso del tessuto in mano si sente, mi sembrano molto comodi. Ancora c'è da vedere quanto saranno robusti e soprattutto se terrà il colore. In questo caso il pantalone acquistato è bianco quindi non dovrebbero esserci problemi ma ne ho preso un paio anche scuro sempre della stessa marca. Forse cambia leggermente il modello. Molto comoda la cintura abbinata.","Recensito in Italia il 31 maggio 2020","Taglia: L Colore: Bianco","","Yes","Marco (peopleinside)","4","Geographical Norway - Bermuda da uomo cargo, pantaloncini corti","https://www.amazon.it/Geographical-Norway-cargo-corti-PEOPLE/product-reviews/B012DFYKX2/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=2
"
"Informazioni caratteristiche errate","E' un ottimo prodotto, peccato che le caratteristiche indicate non corrispondono al vero, infatti viene indicato che èpredisposta a ricevere anche segnale satellitare uilt-in DVB-T2, DVB-T(Terrestrial), DVB-C(cable TV), DVB-S2/S (Satellite TV), CI+, H. 265/HEVC. Energy class A+ , ma di fatto il ricevitore satellitare non c'è. Peccato.....","Recensito in Italia il 7 luglio 2018","Taglia: 16 pollici + caricabatterie auto (HDR)","","Yes","Fausto Tullio","1","HKC P7H6 Mini TV portatile (TV HD da 7 pollici) HDMI + USB, 60Hz, lettore multimediale, batteria integrata, caricatore per auto 12V, antenna portatile","https://www.amazon.it/HKC-P7H6-terrestre-compatibile-televisione/product-reviews/B07QJCH8RB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Discreto","La dimensione dello spazio a mia disposizione ha ovviamente limitato di molto la scelta, Questo, infatti è un dei pochi Tv larghi meno di 40 cm. Il televisore si presente molto leggero, ma è gradevole dal punto di vista estetico la dotazione è completa di telecomando, pile e cavo per l'alimentazione in auto La ricezione e il sistema operativo funzionano perfettamente La visualizzazione dell'immagine crea qualche problema è perfetta solo a condizione che ci si ponga di fronte e ad una certa altezza rispetto al monitor altrimenti l'immagine risulta essere di pessima qualità Con molta pazienza sono riuscito a collocarlo in condizioni da garantirne la visibilità ma il problema comunque resta","Recensito in Italia il 20 settembre 2018","Taglia: 16 pollici + caricabatterie auto (HDR)","","Yes","Manlio P","4","HKC P7H6 Mini TV portatile (TV HD da 7 pollici) HDMI + USB, 60Hz, lettore multimediale, batteria integrata, caricatore per auto 12V, antenna portatile","https://www.amazon.it/HKC-P7H6-terrestre-compatibile-televisione/product-reviews/B07QJCH8RB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
